Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
facebook-integration,com.example.facebook_integration.service.Implementations,FriendRequestServiceImpl,getFriends,9,1,1,100,0,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.service.Implementations,FriendRequestServiceImpl,existsBySenderAndReceiver,4,1,2,118,0,com.example.facebook_integration.repository.FriendRequestRepository,com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.service.Implementations,FriendRequestServiceImpl,statusBySenderAndReceiver,12,3,2,130,0,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.service.Implementations,FriendRequestServiceImpl,deleteFriend,8,1,2,148,0,com.example.facebook_integration.repository.FriendRequestRepository,com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.service.Implementations,FriendServiceImpl,followUser,6,1,2,23,0,,
facebook-integration,com.example.facebook_integration.service.Implementations,FriendServiceImpl,unfollowUser,4,1,2,30,0,,
facebook-integration,com.example.facebook_integration.service.Implementations,FriendServiceImpl,blockUser,6,1,2,35,0,com.example.facebook_integration.model.Friend,com.example.facebook_integration.model.Friend
facebook-integration,com.example.facebook_integration.service.Implementations,FriendServiceImpl,unblockUser,6,1,2,42,0,com.example.facebook_integration.model.Friend,com.example.facebook_integration.model.Friend
facebook-integration,com.example.facebook_integration.service.Implementations,FriendServiceImpl,getFriends,3,1,1,49,0,com.example.facebook_integration.repository.FriendRepository,com.example.facebook_integration.repository.FriendRepository
facebook-integration,com.example.facebook_integration.service.Implementations,FriendServiceImpl,getBlockedUsers,3,1,1,53,0,com.example.facebook_integration.repository.FriendRepository,com.example.facebook_integration.repository.FriendRepository
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,createUser,10,3,1,33,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,findUserByEmail,3,1,1,51,0,com.example.facebook_integration.repository.UserRepository,com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,login,16,4,2,62,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,updatePassword,11,2,2,90,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,updateStatus,11,2,2,110,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,updateUserProfile,21,2,6,131,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,findUserById,3,1,1,173,0,,
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,getAllUsers,4,1,0,178,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,addUser,6,2,1,186,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,updateUserRole,14,3,3,194,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,deactivateUser,14,3,2,210,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,activateUser,14,3,2,227,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,removeUser,14,3,2,244,0,com.example.facebook_integration.repository.FriendRequestRepository,com.example.facebook_integration.repository.FriendRequestRepository; com.example.facebook_integration.service.Implementations.UserServiceImpl
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,getAllGroups,4,1,1,266,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.service.Implementations,UserServiceImpl,getAll,3,1,0,272,0,,
facebook-integration,com.example.facebook_integration.service.Implementations,JoinRequestServiceImpl,getJoinRequestsByGroup,3,1,1,27,0,com.example.facebook_integration.repository.JoinRequestRepository,com.example.facebook_integration.repository.JoinRequestRepository
facebook-integration,com.example.facebook_integration.service.Implementations,JoinRequestServiceImpl,getApprovedRequestsForUser,3,1,1,32,0,com.example.facebook_integration.repository.JoinRequestRepository,com.example.facebook_integration.repository.JoinRequestRepository
facebook-integration,com.example.facebook_integration.service.Implementations,JoinRequestServiceImpl,approveRequest,8,1,1,37,0,com.example.facebook_integration.service.GroupService,com.example.facebook_integration.service.GroupService; com.example.facebook_integration.model.UserGroup; com.example.facebook_integration.model.User; com.example.facebook_integration.model.JoinRequest; com.example.facebook_integration.service.UserService
facebook-integration,com.example.facebook_integration.service.Implementations,JoinRequestServiceImpl,rejectRequest,5,1,1,55,0,com.example.facebook_integration.model.JoinRequest,com.example.facebook_integration.model.JoinRequest
facebook-integration,com.example.facebook_integration.service.Implementations,JoinRequestServiceImpl,createRequest,7,1,2,62,0,com.example.facebook_integration.model.JoinRequest,com.example.facebook_integration.model.JoinRequest
facebook-integration,com.example.facebook_integration.exception,GlobalExceptionHandler,handleFriendRequestAlreadyExistsException,4,1,2,13,0,,
facebook-integration,com.example.facebook_integration.exception,GlobalExceptionHandler,handleGlobalException,4,1,2,19,0,,
facebook-integration,com.example.facebook_integration.exception,FriendRequestAlreadyExistsException,FriendRequestAlreadyExistsException,3,1,1,4,0,,
